OrderID,CustomerID,ProductID,SalespersonID,OrderDate,Quantity,UnitPrice,DiscountPct,SalesAmount
10116,51,50,4,2025-05-14,2,1247.06,15,2120.0
10117,74,23,18,2025-09-26,8,7769.98,5,59051.85
10118,88,39,16,2025-09-27,9,1931.24,10,15643.04
10119,80,22,20,2025-05-24,1,2933.03,5,2786.38
10120,86,16,18,2025-05-28,6,1933.82,0,11602.92
10121,54,39,6,2025-11-23,6,1931.24,0,11587.44
10122,5,35,6,2025-07-25,4,3836.01,0,15344.04
10123,50,8,5,2025-02-24,7,6320.6,15,37607.57
10124,19,36,19,2025-09-20,5,1637.35,5,7777.41
10125,89,38,12,2025-08-04,5,3884.28,15,16508.19
10126,24,20,10,2025-07-05,5,5108.57,10,22988.56
10127,23,47,20,2025-09-22,9,3191.71,0,28725.39
10128,25,33,13,2025-11-28,7,2707.73,0,18954.11
10129,65,17,19,2025-05-01,4,4503.49,15,15311.87
10130,58,1,20,2025-06-03,10,6225.55,5,59142.72
10131,95,34,2,2025-03-11,9,3058.11,15,23394.54
10132,42,11,8,2025-08-25,10,3060.76,0,30607.6
10133,29,38,15,2025-05-27,8,3884.28,10,27966.82
10134,5,27,17,2025-05-05,4,3813.76,15,12966.78
10135,1,24,3,2025-09-12,8,7161.0,5,54423.6
10136,38,9,7,2025-05-29,4,1155.69,5,4391.62
10137,93,36,11,2025-06-19,3,1637.35,20,3929.64
10138,53,9,16,2025-06-10,5,1155.69,5,5489.53
10139,90,21,3,2025-04-05,10,6100.99,5,57959.4
10140,11,42,13,2025-02-15,6,6686.52,5,38113.16
10141,10,47,6,2025-10-29,4,3191.71,5,12128.5
10142,84,50,5,2025-02-03,5,1247.06,15,5300.0
10143,11,48,11,2025-04-29,3,2413.38,15,6154.12
10144,6,28,9,2025-09-01,7,493.86,5,3284.17
10145,41,11,13,2025-02-17,4,3060.76,15,10406.58
10146,93,42,7,2025-08-28,6,6686.52,5,38113.16
10147,69,41,17,2025-09-25,4,3581.64,0,14326.56
10148,10,50,2,2025-08-30,4,1247.06,10,4489.42
10149,84,33,18,2025-04-22,10,2707.73,20,21661.84
10150,85,8,1,2025-01-08,4,6320.6,0,25282.4
10151,81,26,15,2025-11-20,1,1677.91,5,1594.01
10152,91,23,7,2025-04-30,4,7769.98,10,27971.93
10153,24,43,8,2025-10-21,6,5647.08,15,28800.11
10154,98,20,1,2025-03-14,1,5108.57,0,5108.57
10155,33,17,15,2025-03-01,4,4503.49,5,17113.26
10156,81,5,4,2025-10-12,2,889.29,10,1600.72
10157,58,42,14,2025-12-10,6,6686.52,5,38113.16
10158,78,38,15,2025-11-11,8,3884.28,0,31074.24
10159,63,3,17,2025-10-02,10,6889.99,0,68899.9
10160,65,22,15,2025-04-01,4,2933.03,5,11145.51
10161,62,24,7,2025-11-30,9,7161.0,10,58004.1
10162,78,24,15,2025-09-01,3,7161.0,15,18260.55
10163,74,46,17,2025-03-04,8,6467.4,10,46565.28
10164,14,8,7,2025-02-17,6,6320.6,10,34131.24
10165,83,16,3,2025-11-14,8,1933.82,20,12376.45
10166,54,10,18,2025-04-11,8,3685.53,5,28010.03
10167,33,13,3,2025-10-07,6,5204.34,5,29664.74
10168,52,46,12,2025-02-20,3,6467.4,15,16491.87
10169,97,48,5,2025-04-13,6,2413.38,5,13756.27
10170,86,3,3,2025-04-14,9,6889.99,10,55808.92
10171,84,32,16,2025-04-13,10,7744.95,15,65832.08
10172,47,12,3,2025-09-04,10,7425.11,0,74251.1
10173,79,10,14,2025-11-30,2,3685.53,10,6633.95
10174,39,15,14,2025-11-29,6,3630.8,5,20695.56
10175,69,10,2,2025-09-28,2,3685.53,0,7371.06
10176,64,25,4,2025-03-15,7,6260.31,10,39439.95
10177,25,50,16,2025-12-17,10,1247.06,5,11847.07
10178,27,30,11,2025-07-17,1,5511.93,15,4685.14
10179,7,37,3,2025-07-19,7,1169.88,15,6960.79
10180,14,25,20,2025-09-14,10,6260.31,15,53212.64
10181,44,1,6,2025-10-08,9,6225.55,5,53228.45
10182,48,5,1,2025-12-14,4,889.29,5,3379.3
10183,17,14,19,2025-08-01,2,6608.68,5,12556.49
10184,42,13,1,2025-08-11,10,5204.34,0,52043.4
10185,61,43,12,2025-09-30,10,5647.08,15,48000.18
10186,24,43,20,2025-04-04,6,5647.08,5,32188.36
10187,34,43,12,2025-04-23,10,5647.08,5,53647.26
10188,37,32,12,2025-08-17,1,7744.95,15,6583.21
10189,51,28,8,2025-01-24,7,493.86,5,3284.17
10190,37,33,3,2025-04-27,1,2707.73,0,2707.73
10191,74,21,12,2025-09-20,10,6100.99,0,61009.9
10192,33,34,18,2025-12-23,7,3058.11,10,19266.09
10193,44,40,2,2025-07-09,10,5408.04,15,45968.34
10194,38,39,18,2025-05-26,6,1931.24,5,11008.07
10195,19,31,9,2025-06-10,1,5996.38,15,5096.92
10196,69,3,11,2025-09-08,1,6889.99,15,5856.49
10197,24,37,4,2025-07-18,4,1169.88,15,3977.59
10198,30,19,13,2025-01-09,8,6646.9,5,50516.44
10199,80,38,4,2025-07-16,2,3884.28,0,7768.56
10200,95,27,6,2025-05-27,9,3813.76,15,29175.26
10201,68,45,15,2025-09-13,3,6683.24,5,19047.23
10202,92,17,2,2025-11-16,5,4503.49,10,20265.7
10203,86,47,9,2025-12-18,3,3191.71,15,8138.86
10204,49,43,12,2025-08-11,5,5647.08,0,28235.4
10205,78,17,3,2025-05-13,5,4503.49,15,19139.83
10206,33,25,6,2025-06-12,1,6260.31,15,5321.26
10207,47,27,7,2025-03-06,6,3813.76,10,20594.3
10208,54,39,14,2025-12-08,8,1931.24,5,14677.42
10209,97,35,20,2025-11-06,10,3836.01,15,32606.09
10210,85,43,17,2025-11-08,4,5647.08,10,20329.49
10211,49,19,4,2025-04-30,9,6646.9,10,53839.89
10212,66,26,1,2025-04-28,9,1677.91,15,12836.01
10213,21,22,2,2025-11-09,10,2933.03,10,26397.27
10214,81,46,12,2025-07-18,4,6467.4,5,24576.12
10215,56,16,4,2025-09-15,9,1933.82,0,17404.38
10216,54,30,5,2025-06-28,6,5511.93,5,31418.0
10217,77,7,17,2025-06-11,1,6124.95,10,5512.46
10218,64,43,18,2025-08-19,3,5647.08,10,15247.12
10219,8,20,17,2025-10-24,7,5108.57,10,32183.99
10220,29,18,6,2025-05-02,2,650.97,5,1236.84
10221,18,30,13,2025-10-23,5,5511.93,15,23425.7
10222,74,25,13,2025-03-31,8,6260.31,15,42570.11
10223,4,43,4,2025-05-28,2,5647.08,5,10729.45
10224,21,27,12,2025-11-30,5,3813.76,10,17161.92
10225,60,26,11,2025-12-15,3,1677.91,10,4530.36
10226,70,6,8,2025-12-04,6,7808.64,10,42166.66
10227,51,2,16,2025-04-26,3,3595.2,0,10785.6
10228,87,20,14,2025-11-04,10,5108.57,15,43422.84
10229,92,50,11,2025-12-08,1,1247.06,20,997.65
10230,14,46,15,2025-12-24,10,6467.4,10,58206.6
10231,96,32,16,2025-01-08,8,7744.95,15,52665.66
10232,62,32,12,2025-09-29,9,7744.95,20,55763.64
10233,64,20,6,2025-12-30,9,5108.57,5,43678.27
10234,10,9,16,2025-10-07,2,1155.69,10,2080.24
10235,63,1,15,2025-03-27,10,6225.55,10,56029.95
10236,73,17,20,2025-10-06,6,4503.49,20,21616.75
10237,59,16,3,2025-02-08,10,1933.82,0,19338.2
10238,9,10,9,2025-06-25,9,3685.53,5,31511.28
10239,53,13,19,2025-08-17,6,5204.34,15,26542.13
10240,94,2,11,2025-06-16,4,3595.2,5,13661.76
10241,73,31,19,2025-09-13,2,5996.38,15,10193.85
10242,14,47,1,2025-03-29,2,3191.71,5,6064.25
10243,96,35,1,2025-08-10,4,3836.01,20,12275.23
10244,96,23,16,2025-08-24,9,7769.98,15,59440.35
10245,17,22,8,2025-08-20,6,2933.03,5,16718.27
10246,81,16,11,2025-04-16,5,1933.82,15,8218.74
10247,41,8,9,2025-04-22,3,6320.6,5,18013.71
10248,60,30,9,2025-04-05,6,5511.93,10,29764.42
10249,45,29,19,2025-06-18,7,1361.17,10,8575.37
10250,79,1,2,2025-08-02,10,6225.55,15,52917.18
10251,100,21,16,2025-05-13,8,6100.99,0,48807.92
10252,80,14,18,2025-05-30,7,6608.68,5,43947.72
10253,94,9,14,2025-04-15,10,1155.69,10,10401.21
10254,95,36,8,2025-03-21,5,1637.35,10,7368.08
10255,10,27,4,2025-08-28,10,3813.76,10,34323.84
10256,26,32,14,2025-10-25,4,7744.95,0,30979.8
10257,73,36,10,2025-04-17,2,1637.35,5,3110.96
10258,60,50,3,2025-11-11,5,1247.06,15,5300.0
10259,6,41,8,2025-07-28,2,3581.64,0,7163.28
10260,10,32,20,2025-03-03,2,7744.95,5,14715.4
10261,53,44,6,2025-05-14,9,2602.08,15,19905.91
10262,62,24,4,2025-01-03,8,7161.0,0,57288.0
10263,17,50,14,2025-01-15,3,1247.06,10,3367.06
10264,18,39,4,2025-05-03,9,1931.24,5,16512.1
10265,13,33,19,2025-06-15,1,2707.73,15,2301.57
10266,57,46,18,2025-10-19,3,6467.4,10,17461.98
10267,1,26,20,2025-02-19,8,1677.91,15,11409.79
10268,58,37,19,2025-11-03,4,1169.88,5,4445.54
10269,48,15,5,2025-03-27,8,3630.8,10,26141.76
10270,47,49,5,2025-02-20,9,5507.59,15,42133.06
10271,68,32,7,2025-09-13,1,7744.95,5,7357.7
10272,53,40,10,2025-10-10,1,5408.04,5,5137.64
10273,73,24,18,2025-08-09,10,7161.0,0,71610.0
10274,77,44,15,2025-02-12,6,2602.08,20,12489.98
10275,93,4,13,2025-02-12,6,5624.34,10,30371.44
10276,80,6,18,2025-05-23,5,7808.64,10,35138.88
10277,52,26,13,2025-06-14,5,1677.91,10,7550.6
10278,50,37,8,2025-12-31,7,1169.88,10,7370.24
10279,24,41,9,2025-04-15,6,3581.64,10,19340.86
10280,60,23,11,2025-03-12,2,7769.98,5,14762.96
10281,14,33,2,2025-12-12,7,2707.73,10,17058.7
10282,94,28,15,2025-02-26,7,493.86,5,3284.17
10283,85,49,14,2025-01-10,2,5507.59,15,9362.9
10284,12,33,15,2025-06-04,4,2707.73,15,9206.28
10285,79,21,11,2025-05-27,8,6100.99,5,46367.52
10286,12,49,16,2025-08-15,7,5507.59,10,34697.82
10287,73,6,19,2025-11-17,2,7808.64,0,15617.28
10288,9,50,12,2025-12-07,1,1247.06,20,997.65
10289,49,8,9,2025-04-16,6,6320.6,15,32235.06
10290,66,15,3,2025-12-24,5,3630.8,15,15430.9
10291,73,42,16,2025-08-19,10,6686.52,5,63521.94
10292,42,37,19,2025-01-26,6,1169.88,0,7019.28
10293,93,49,14,2025-12-09,10,5507.59,5,52322.1
10294,78,38,18,2025-02-20,3,3884.28,0,11652.84
10295,21,32,18,2025-08-03,5,7744.95,0,38724.75
10296,68,18,16,2025-10-16,2,650.97,0,1301.94
10297,74,1,11,2025-04-02,6,6225.55,20,29882.64
10298,34,7,2,2025-04-09,2,6124.95,0,12249.9
10299,74,15,1,2025-06-23,5,3630.8,0,18154.0
10300,90,3,5,2025-11-19,4,6889.99,15,23425.97
10301,82,26,9,2025-03-23,2,1677.91,10,3020.24
10302,77,39,15,2025-08-31,1,1931.24,15,1641.55
10303,64,49,10,2025-06-15,6,5507.59,10,29740.99
10304,28,25,1,2025-02-10,10,6260.31,15,53212.64
10305,80,44,5,2025-09-17,2,2602.08,10,4683.74
10306,37,50,20,2025-10-31,5,1247.06,10,5611.77
10307,54,43,20,2025-07-30,3,5647.08,10,15247.12
10308,32,24,8,2025-03-06,9,7161.0,5,61226.55
10309,32,17,17,2025-02-26,5,4503.49,5,21391.58
10310,16,49,15,2025-06-04,10,5507.59,10,49568.31
10311,97,13,19,2025-07-04,3,5204.34,0,15613.02
10312,15,21,18,2025-07-21,1,6100.99,15,5185.84
10313,9,4,13,2025-03-30,6,5624.34,5,32058.74
10314,94,40,8,2025-07-02,7,5408.04,0,37856.28
10315,56,33,13,2025-04-18,10,2707.73,5,25723.44
10316,44,5,7,2025-09-08,9,889.29,15,6803.07
10317,74,12,7,2025-10-18,9,7425.11,5,63484.69
10318,39,28,13,2025-08-27,7,493.86,10,3111.32
10319,13,28,12,2025-01-01,4,493.86,15,1679.12
10320,73,41,12,2025-12-29,5,3581.64,0,17908.2
10321,18,14,8,2025-01-09,2,6608.68,15,11234.76
10322,56,47,9,2025-12-31,5,3191.71,5,15160.62
10323,95,23,1,2025-01-12,4,7769.98,5,29525.92
10324,94,42,13,2025-07-08,1,6686.52,10,6017.87
10325,37,12,12,2025-02-08,3,7425.11,15,18934.03
10326,79,2,19,2025-02-04,6,3595.2,5,20492.64
10327,62,3,11,2025-09-07,4,6889.99,10,24803.96
10328,48,19,10,2025-09-23,10,6646.9,5,63145.55
10329,14,48,2,2025-02-13,5,2413.38,10,10860.21
10330,38,3,4,2025-12-23,10,6889.99,10,62009.91
10331,66,19,7,2025-04-27,7,6646.9,10,41875.47
10332,99,6,8,2025-04-27,1,7808.64,10,7027.78
10333,1,47,8,2025-04-19,3,3191.71,0,9575.13
10334,72,34,8,2025-06-18,8,3058.11,10,22018.39
10335,85,39,16,2025-03-06,6,1931.24,10,10428.7
10336,96,36,3,2025-06-05,4,1637.35,10,5894.46
10337,43,33,7,2025-03-18,6,2707.73,0,16246.38
10338,12,39,4,2025-01-19,10,1931.24,5,18346.78
10339,28,1,7,2025-05-15,4,6225.55,5,23657.09
10340,86,44,14,2025-09-03,1,2602.08,0,2602.08
10341,88,37,1,2025-10-06,4,1169.88,5,4445.54
10342,64,37,7,2025-05-09,10,1169.88,5,11113.86
10343,13,20,1,2025-04-29,8,5108.57,10,36781.7
10344,13,41,20,2025-10-15,9,3581.64,5,30623.02
10345,48,20,15,2025-09-06,10,5108.57,15,43422.84
10346,59,3,5,2025-10-31,2,6889.99,10,12401.98
10347,4,46,4,2025-11-27,3,6467.4,15,16491.87
10348,69,12,2,2025-10-27,1,7425.11,10,6682.6
10349,55,6,10,2025-12-08,1,7808.64,10,7027.78
10350,2,32,16,2025-06-02,9,7744.95,10,62734.1
10351,10,12,12,2025-05-25,10,7425.11,15,63113.43
10352,46,43,18,2025-04-28,2,5647.08,10,10164.74
10353,73,23,7,2025-03-27,8,7769.98,10,55943.86
10354,83,1,6,2025-10-01,6,6225.55,10,33617.97
10355,44,48,10,2025-09-18,1,2413.38,10,2172.04
10356,30,26,5,2025-10-20,10,1677.91,0,16779.1
10357,97,14,20,2025-03-03,9,6608.68,10,53530.31
10358,46,34,4,2025-06-29,6,3058.11,10,16513.79
10359,32,27,10,2025-03-23,8,3813.76,15,25933.57
10360,45,2,11,2025-11-22,4,3595.2,10,12942.72
10361,2,38,2,2025-04-08,8,3884.28,10,27966.82
10362,31,21,10,2025-02-22,5,6100.99,20,24403.96
10363,52,35,10,2025-07-28,10,3836.01,10,34524.09
10364,92,45,6,2025-11-17,1,6683.24,0,6683.24
10365,74,31,3,2025-12-01,2,5996.38,5,11393.12
10366,79,34,1,2025-02-05,10,3058.11,0,30581.1
10367,55,13,1,2025-04-29,3,5204.34,0,15613.02
10368,12,12,10,2025-02-26,4,7425.11,5,28215.42
10369,40,21,2,2025-04-23,8,6100.99,15,41486.73
10370,100,43,20,2025-07-14,2,5647.08,10,10164.74
10371,5,27,5,2025-04-13,6,3813.76,0,22882.56
10372,88,18,14,2025-01-25,3,650.97,10,1757.62
10373,69,39,14,2025-07-06,2,1931.24,0,3862.48
10374,29,43,10,2025-01-20,10,5647.08,15,48000.18
10375,78,46,18,2025-03-24,2,6467.4,0,12934.8
10376,84,15,3,2025-01-01,1,3630.8,10,3267.72
10377,5,36,5,2025-02-01,7,1637.35,5,10888.38
10378,11,30,6,2025-06-09,9,5511.93,10,44646.63
10379,67,23,3,2025-11-07,2,7769.98,5,14762.96
10380,100,20,6,2025-10-10,8,5108.57,15,34738.28
10381,3,6,7,2025-02-06,6,7808.64,5,44509.25
10382,67,14,16,2025-01-13,9,6608.68,15,50556.4
10383,14,28,7,2025-05-04,2,493.86,10,888.95
10384,66,45,18,2025-08-27,10,6683.24,15,56807.54
10385,63,44,16,2025-09-30,7,2602.08,15,15482.38
10386,10,10,19,2025-10-28,9,3685.53,20,26535.82
10387,69,34,3,2025-05-05,4,3058.11,5,11620.82
10388,90,5,20,2025-03-03,10,889.29,5,8448.25
10389,87,34,13,2025-01-10,7,3058.11,5,20336.43
10390,3,18,20,2025-02-23,2,650.97,5,1236.84
10391,25,23,8,2025-01-24,10,7769.98,10,69929.82
10392,25,36,20,2025-11-11,8,1637.35,20,10479.04
10393,46,22,12,2025-04-08,4,2933.03,20,9385.7
10394,15,41,2,2025-10-28,6,3581.64,10,19340.86
10395,86,27,9,2025-07-21,4,3813.76,10,13729.54
10396,78,50,3,2025-07-16,6,1247.06,15,6360.01
10397,81,32,19,2025-06-15,10,7744.95,15,65832.08
10398,20,15,7,2025-10-27,9,3630.8,5,31043.34
10399,2,39,5,2025-01-16,3,1931.24,10,5214.35
10400,92,21,12,2025-02-03,10,6100.99,15,51858.41
10401,29,27,9,2025-06-04,5,3813.76,5,18115.36
10402,66,7,2,2025-05-24,8,6124.95,5,46549.62
10403,91,6,17,2025-07-19,8,7808.64,20,49975.3
10404,4,29,17,2025-09-27,5,1361.17,20,5444.68
10405,1,10,15,2025-08-03,5,3685.53,15,15663.5
10406,1,50,13,2025-04-04,5,1247.06,15,5300.0
10407,16,43,9,2025-04-30,9,5647.08,5,48282.53
10408,6,36,11,2025-10-02,4,1637.35,5,6221.93
10409,82,37,11,2025-03-15,3,1169.88,10,3158.68
10410,61,30,4,2025-07-04,4,5511.93,10,19842.95
10411,99,4,2,2025-07-16,2,5624.34,10,10123.81
10412,81,20,6,2025-10-01,4,5108.57,10,18390.85
10413,97,25,10,2025-09-18,2,6260.31,5,11894.59
10414,24,46,4,2025-06-19,1,6467.4,10,5820.66
10415,29,11,3,2025-04-23,8,3060.76,5,23261.78
10416,85,25,18,2025-05-15,1,6260.31,5,5947.29
10417,25,18,8,2025-05-31,6,650.97,0,3905.82
10418,6,7,12,2025-03-22,8,6124.95,0,48999.6
10419,67,6,11,2025-08-17,8,7808.64,15,53098.75
10420,81,19,15,2025-03-18,5,6646.9,5,31572.78
10421,97,5,15,2025-08-25,2,889.29,5,1689.65
10422,93,4,6,2025-10-02,10,5624.34,15,47806.89
10423,13,18,17,2025-12-18,9,650.97,10,5272.86
10424,78,11,8,2025-02-13,7,3060.76,0,21425.32
10425,85,28,17,2025-10-05,1,493.86,5,469.17
10426,70,1,9,2025-02-01,1,6225.55,0,6225.55
10427,82,16,3,2025-05-04,4,1933.82,10,6961.75
10428,84,23,16,2025-03-06,2,7769.98,5,14762.96
10429,45,49,1,2025-03-01,9,5507.59,0,49568.31
10430,5,32,16,2025-03-06,3,7744.95,0,23234.85
10431,46,45,1,2025-01-17,3,6683.24,10,18044.75
10432,21,18,5,2025-10-28,10,650.97,0,6509.7
10433,12,23,13,2025-01-23,9,7769.98,15,59440.35
10434,13,22,19,2025-05-26,3,2933.03,0,8799.09
10435,70,45,9,2025-09-13,4,6683.24,10,24059.66
10436,51,48,3,2025-12-28,6,2413.38,5,13756.27
10437,54,49,5,2025-11-08,7,5507.59,5,36625.47
10438,75,38,18,2025-02-20,10,3884.28,0,38842.8
10439,55,26,15,2025-12-27,9,1677.91,15,12836.01
10440,64,28,3,2025-08-27,10,493.86,15,4197.81
10441,9,50,8,2025-03-07,1,1247.06,0,1247.06
10442,86,15,6,2025-06-13,3,3630.8,0,10892.4
10443,45,18,4,2025-12-02,6,650.97,15,3319.95
10444,16,45,17,2025-05-24,1,6683.24,10,6014.92
10445,82,20,13,2025-03-09,4,5108.57,0,20434.28
10446,74,12,4,2025-11-16,2,7425.11,5,14107.71
10447,6,29,14,2025-12-14,10,1361.17,10,12250.53
10448,20,17,9,2025-12-23,1,4503.49,10,4053.14
10449,2,45,2,2025-12-15,2,6683.24,10,12029.83
10450,28,46,9,2025-11-15,2,6467.4,20,10347.84
10451,10,16,4,2025-06-15,2,1933.82,10,3480.88
10452,71,27,5,2025-03-12,6,3813.76,5,21738.43
10453,53,50,18,2025-08-14,4,1247.06,10,4489.42
10454,99,38,15,2025-03-22,10,3884.28,5,36900.66
10455,75,11,3,2025-06-22,3,3060.76,5,8723.17
10456,62,30,18,2025-08-28,6,5511.93,0,33071.58
10457,51,31,12,2025-12-12,7,5996.38,5,39875.93
10458,6,33,18,2025-04-16,7,2707.73,10,17058.7
10459,8,2,15,2025-04-02,8,3595.2,0,28761.6
10460,62,15,7,2025-09-26,3,3630.8,5,10347.78
10461,1,43,11,2025-01-03,6,5647.08,10,30494.23
10462,5,13,11,2025-07-26,9,5204.34,10,42155.15
10463,22,15,15,2025-09-30,9,3630.8,15,27775.62
10464,89,17,5,2025-07-21,7,4503.49,15,26795.77
